date,new_deaths,new_cases
2023-06-20,1,213
2023-06-21,1,181
2023-06-22,0,181
2023-06-23,0,159
2023-06-24,0,98
2023-06-25,1,108
2023-06-26,2,200
2023-06-27,1,220
2023-06-28,1,176
2023-06-29,2,154
2023-06-30,2,168
2023-07-01,1,110
2023-07-02,1,128
2023-07-03,1,168
2023-07-04,0,102
2023-07-05,3,219
2023-07-06,3,196
2023-07-07,1,165
2023-07-08,3,136
2023-07-09,0,112
2023-07-10,2,312
2023-07-11,1,307
2023-07-12,1,236
2023-07-13,0,409
2023-07-14,0,308
2023-07-15,1,147
2023-07-16,1,150
2023-07-17,0,318
2023-07-18,0,273
2023-07-19,0,308
2023-07-20,0,267
2023-07-21,1,308
2023-07-22,1,184
2023-07-23,0,251
2023-07-24,2,442
2023-07-25,1,373
2023-07-26,2,382
2023-07-27,0,392
2023-07-28,1,379
2023-07-29,1,286
2023-07-30,2,300
2023-07-31,0,565
2023-08-01,0,501
2023-08-02,0,476
2023-08-03,1,560
2023-08-04,2,500
2023-08-05,2,398
2023-08-06,0,365
2023-08-07,1,706
2023-08-08,1,733
2023-08-09,0,672
2023-08-10,3,669
2023-08-11,0,653
2023-08-12,2,460
2023-08-13,2,440
2023-08-14,3,829
2023-08-15,2,788
2023-08-16,1,744
2023-08-17,1,649
2023-08-18,1,678
2023-08-19,5,495
2023-08-20,2,464
2023-08-21,2,946
2023-08-22,3,853
2023-08-23,1,849
2023-08-24,2,805
2023-08-25,2,706
2023-08-26,4,513
2023-08-27,4,618
2023-08-28,4,971
2023-08-29,2,925
2023-08-30,2,900
2023-08-31,0,799
2023-09-01,4,732
2023-09-02,5,546
2023-09-03,1,626
2023-09-04,2,666
2023-09-05,4,1226
2023-09-06,1,1049
2023-09-07,1,933
2023-09-08,3,855
2023-09-09,1,576
2023-09-10,0,547
2023-09-11,0,615
